sample_id,bases,number_of_reads,coverage,avg_read_length,insert_size_metrics,platform,instrument_model,library_source,library_strategy,library_layout,seqencing center
BS_1Q9PXTH7,57401379088,381847407,32.511984,150.325439,413,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1QNTEZPS,34206366636,123936111,,276,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_1QXEC43H,38759244021,144086409,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_1RA2RC8A,59580242815,396609230,34.215118,150.224045,410,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1RF75MK2,122214536253,814467071,64.350643,150.054607,345,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1RFBH1SP,99535922526,663057864,55.090949,150.116495,352,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1RT76ANT,32285719698,131242763,,246,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_1RTE2KEX,26222850887,259632187,200,101,180,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_1RXZ3BP7,35294921172,132190716,,267,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_1S2BHJ8K,113948167648,760279076,61.759178,149.876764,338,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1S5V7WWC,114892123947,766016746,65.563876,149.986439,352,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1SDWBXX8,35811352547,354567847,200,101,152,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_1SV5KG4Y,100069212450,667128083,47.674163,150,274,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_1SVVER1H,29464731422,110769667,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_1T19NFJ8,41702817232,153319181,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_1TPWFSK6,27752931899,109695383,,253,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_1TWCV047,28478373630,107061555,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_1VKV3MYJ,60441327633,402145459,34.139573,150.297178,414,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1VKXE4H5,45064980750,300433205,20.853952,150,275,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_1VMBA3BN,97168346763,647007820,56.292276,150.181101,379,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1XJ73KBQ,30771223296,116557664,,264,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_1XMBRB6K,60627151114,403766853,34.282176,150.153859,374,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1YCS44MN,58216275110,387330001,32.111946,150.301487,404,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1YTHM07J,113801227295,758476138,62.578766,150.039298,380,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1Z7833P7,50929963928,339261227,28.816945,150.120202,406,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1Z7Y81NW,70099851762,466274077,38.385877,150.340444,419,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_1ZVXF5FE,29637159747,119988501,,247,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_209APJ9M,54460346100,363068974,32.325464,150,319,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WGS,paired-end,BGI
BS_20TBZG09,91194871907,607571430,50.889789,150.097367,396,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_20X874J5,136531240320,909955374,73.853812,150.041688,357,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_21ET39G7,34486635032,170725916,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,The Translational Genomics Research Institute
BS_21RE8W46,48195982592,188265557,,256,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_22PCHWT3,63987646835,426049515,35.601318,150.188287,363,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_22VCR7DF,140647662334,936643173,78.248807,150.161413,390,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_230S192D,147779617941,984246356,77.226219,150.144948,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_235QEYMQ,126772907894,844596665,72.801838,150.098755,395,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_23EJJGP1,64295286119,427935794,35.281935,150.24517,383,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_23M72ABG,38540883151,142217281,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_23QW0BBA,28344695210,106961114,,265,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_23W9EPFE,31339499497,130039417,,241,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_23ZE42Q3,112561410718,749667389,63.693074,150.148469,358,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_245CTSH9,102139380424,680578927,54.736642,150.077201,366,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_24AHZ9ZW,45103014976,168294832,,268,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_251Z13NC,72702151955,484256517,36.184093,150.131489,352,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_258RRGDM,30188753694,118853361,,254,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_25T139TX,39167635050,145065315,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_25VZM81R,118614875520,789782547,64.24923,150.186752,366,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_264RCK7G,30237022035,118576557,,255,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_26CXGVJ0,58006856102,386409828,21.013746,150.117445,372,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_26J942GD,51850001550,345666677,29.055712,150,341,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_273HKCT4,44535354796,166176697,,268,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_27QE6BV7,34902656100,134240985,,260,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2853394H,14661997148,50212319,,292,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,CHOP DGD
BS_28CDASF7,34452989616,126665403,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_29006KEX,10004897976,37471528,,267,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_29CPJ040,34166804130,126543719,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_29X4ZX6Q,33795056592,128011578,,264,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_29YQSB5E,62004323614,412832672,34.296143,150.192385,370,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2A162JH9,43843968128,163596896,,268,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2A5R9MEJ,37106980908,134445583,,276,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2ADZNNV4,35996644418,133816522,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2AM4ZQ21,8591197562,85061362,129,101,185,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_2AQZX79Y,61731779085,410695424,34.729655,150.310365,407,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2AR3AP0N,36382267130,138863615,,262,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2AWCKNB3,126199934844,842115106,68.145552,149.860671,309,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2B6ZEXAP,23728218324,162762420,189.182209,145.784379,250,ILLUMINA,HiSeq X Ten,GENOMIC,WXS,paired-end,NantOmics
BS_2BN71GC0,1537894500,30757890,3288.65533,50,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,miRNA-Seq,single-end,BGI@CHOP Genome Center
BS_2BQGSW0G,58743605636,391246344,32.539344,150.144804,345,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2C342NRE,95916489600,639443264,54.515474,150,318,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WGS,paired-end,BGI
BS_2CD1XWVP,104766423391,698151591,56.8146,150.062572,377,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2CQ6K2JW,132149939977,880132634,74.038332,150.147756,359,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2CRT47CB,46313000105,308446171,26.086132,150.149376,404,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2DNGDW0A,20994573795,145967793,200,143.830179,219,ILLUMINA,HiSeq X Ten,GENOMIC,WXS,paired-end,NantOmics
BS_2E1MBQ4Y,65122239999,433662966,37.692213,150.167861,364,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2E81A3FT,127217053213,847863331,71.582901,150.044292,384,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2EAATK5V,59112610653,393255139,32.135778,150.316181,400,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2EJWS3SD,73183588005,487149123,39.840404,150.228307,388,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2EMW8ZG3,29286380600,120026150,,244,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2EN3X6HB,11169152400,55845762,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_2F70R10Z,107338318514,716138455,54.605076,149.884869,297,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2G2VJT4R,70777984670,471039827,40.433011,150.259024,401,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2HDEZFTW,18072133818,178932018,200,101,179,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_2HN96129,31292039246,126688418,,247,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2HNHCSNB,108199947864,721351159,59.324557,149.996221,340,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2HNXVFAS,40887045150,155464050,,263,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2J4FG4HV,93541260431,623325139,52.92548,150.068166,393,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2JDVY4F7,159923327662,1065367288,87.607297,150.11098,395,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2JP7RBMB,24091288206,119263803,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,The Translational Genomics Research Institute
BS_2K3FVT86,40415737692,133826946,,302,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,Novogene
BS_2K76WTCZ,68399052942,455143133,36.979851,150.280314,410,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2KJ2YAZR,37350842688,139368816,,268,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2KMB51YF,19810088187,196139487,200,101,182,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_2NDRETB2,93354298500,622361990,45.009911,150,234,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WGS,paired-end,BGI@CHOP Genome Center
BS_2NN6ME5A,99619219454,664330755,53.510902,149.954249,316,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2P7MJGM7,131349683510,875124290,75.077311,150.092604,370,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2PBM9RA8,59495966876,395789394,33.969713,150.322287,407,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2Q12G53Y,18484483357,184650583,200,100.105199,181,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WXS,paired-end,CHOP DGD
BS_2Q3D4GK9,1923045350,38460907,4369.46196,50,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,miRNA-Seq,single-end,BGI@CHOP Genome Center
BS_2QF33SK7,65680362962,437093179,36.395307,150.266273,395,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2QKS5WMK,59846416800,398976112,33.46331,150,357,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_2QRTD3RQ,64052131459,426400852,37.091751,150.215768,383,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2R9TCR03,29775445586,113214622,,263,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2RDHHAX8,2287789350,45755787,2273.62491,50,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,miRNA-Seq,single-end,BGI@CHOP Genome Center
BS_2RJN5Z4W,132023359968,881827914,65.42612,149.71556,289,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2RX2NF1Q,118728246775,791234870,69.184871,150.054366,371,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2S93EQPX,102586837572,683433264,58.68142,150.105128,393,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2SFTWNVE,52649233438,192150487,,274,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2SG8JNMB,108364531529,723055745,57.313567,149.870231,301,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2SHWPB5P,19708549159,79791697,,247,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2TZNPK1V,58452367018,388983384,33.910688,150.269573,396,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2V4BP5Q9,59332140914,395445734,32.457042,150.038642,328,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2VB8649B,94610882405,630046803,52.631766,150.164848,379,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2VHFP7M8,127409855235,850385238,66.370086,149.826043,296,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2VSN5YC5,181976118927,1213008219,98.366166,150.020516,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2W200YK5,112091495862,746457929,62.906422,150.164519,368,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2W3NC4K1,12519944314,47786047,,262,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2WPQ8YCW,20340340944,77046746,,264,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2X60Q1ET,114994496599,765447835,64.022927,150.231657,383,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2XD3MNKD,45003480120,168552360,,267,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2YCJV2VV,29870486576,115330064,,259,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2Z1MKS84,41072857834,149900941,,274,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_2Z9JQDPV,117615523400,782916593,68.173586,150.227399,392,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2ZKBYF95,49459372754,329227854,28.586558,150.228397,394,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_2ZYFC11E,69625773136,463858262,38.080814,150.101397,347,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_30VC3R2Q,30889511151,115691053,,267,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_30W38X77,126856728650,844644260,69.13142,150.189535,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_30WN9M3C,45895422664,305757792,26.190597,150.103853,401,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3108RS7G,124494316294,833635825,62.355944,149.338971,275,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_318P54W7,47893181167,318974106,26.88925,150.147552,415,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_319879RE,53169366449,354373337,29.938688,150.037717,394,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_31E3HZPZ,61520339069,409505087,35.199438,150.230952,383,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_31Q3FW1X,12025789523,119067223,186,101,170,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_31TF0P1N,22940531523,84031251,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_328C4BW5,19488170887,192952187,200,101,175,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_32HAVF6S,121583719678,809574137,69.941427,150.182317,390,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_32JF8TPP,93810433786,625021129,52.696721,150.09162,366,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_32VQRFDS,131091848387,874678053,65.618517,149.8744,298,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_34201DKZ,40701735523,151307567,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_345M1B93,50174924132,334166001,29.057404,150.149698,436,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_354DTKHE,136316833466,907673531,75.031209,150.182669,360,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_358WF90F,53975171736,359515461,31.319698,150.133103,426,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_35DRDAFV,36166965063,358088763,200,101,154,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_35M8GBJ4,66747002200,444432246,36.522934,150.184877,365,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_36PAKW92,62223417071,415586526,33.967669,149.724337,363,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_36YFSGDX,69720500964,464094037,37.589962,150.229254,376,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_370TKZ48,64373989846,428873842,36.214282,150.100061,376,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_376Q9QKG,143549262187,956652708,77.788174,150.053683,347,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_37GTVG4N,39752330200,144553928,,275,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_382HZBG4,68568747861,456598780,37.308173,150.172867,351,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_38CD519Z,159201583993,1060158290,87.96181,150.167749,392,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_38D5GXR1,55428680107,368852718,31.163918,150.273205,415,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_398KYV92,29512785726,110534778,,267,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_399RPKC9,33356692178,127315619,,262,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_39CGACC7,33979147293,124465741,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_39FV4VJR,58444987127,389846842,30.036359,149.917816,319,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_39Q80NT3,142057350593,946195857,72.627628,150.135249,379,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_39R5Q35B,17993477240,178153240,182.308126,101,188,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_3A0CJMRH,126209201473,839635489,71.241156,150.314277,392,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3A55810M,57322368161,381762350,32.534988,150.151968,365,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3AC3SRWH,15960855400,79804277,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_3AERRZQT,100593280502,670101063,56.838281,150.116581,377,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3AJ20E2Y,66021495000,440143300,34.568754,150,328,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_3BC5EX6K,60841630469,405087637,34.488921,150.193748,422,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3BDAG9YN,10531799400,52658997,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_3BMGF6GN,110853726764,740586604,59.461224,149.683678,313,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3BVVWHP5,35546930435,131169485,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_3C4YAMKJ,116716093259,783603015,61.692865,148.947989,303,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3C702XH4,71310626010,474685370,37.750679,150.227141,368,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3CG2N4PD,108033694988,720196608,58.913102,150.005837,322,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3CK0QVDX,53849149818,358711058,30.484832,150.118455,398,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3DCBDJAT,42233587424,155270542,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_3DHNFFV6,88466214424,592818427,40.598136,149.229866,355,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3DNSBVGH,48154086572,322327198,25.622854,149.395046,328,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3DYRAZE7,96121516380,639430172,55.624636,150.323711,397,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3E3VYSXT,62581305255,416542065,36.419435,150.240061,387,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3E5C1PN1,121448673642,809313305,67.182502,150.063854,335,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3EM8CF27,1587292450,31745849,2194.87596,50,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,miRNA-Seq,single-end,BGI@CHOP Genome Center
BS_3EVSN5QD,27043474677,107742927,,251,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_3EZR108Y,117517276538,786897366,61.119009,149.342572,321,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3F4FQJMR,12612668800,63063344,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_3F5PR9GS,31926515559,124227687,,257,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_3G3KWY18,36054759384,135036552,,267,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_3H71BH6Q,35953555170,134657510,,267,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_3HXCGJ4J,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_3J179Q27,53283408346,354798537,30.817248,150.179335,403,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_3J4T2YYW,104552101608,696462496,59.954611,150.118782,428,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
